mesh_id,label,tree_numbers,tree_categories,n_articles,annotation,scope_note,chunk_number,sorted_tree_categories,first_tree_category
D003635,De Lange Syndrome,"['C10.597.606.360.210', 'C16.131.077.272', 'C16.131.260.210', 'C16.320.180.210']","['C10', 'C16']",8087,,"A syndrome characterized by growth retardation, severeMENTAL RETARDATION, short stature, a low-pitched growling cry, brachycephaly, low-set ears, webbed neck, carp mouth, depressed nasal bridge, bushy eyebrows meeting at the midline, hirsutism, and malformations of the hands. The condition may occur sporadically or be associated with an autosomal dominant pattern of inheritance or duplication of the long arm of chromosome 3. (Menkes, Textbook of Child Neurology, 5th ed, p231)",2,"['C16', 'C10']",C16
D004314,Down Syndrome,"['C10.597.606.360.220', 'C16.131.077.327', 'C16.131.260.260', 'C16.320.180.260']","['C10', 'C16']",69403,,"A chromosome disorder associated either with an extraCHROMOSOME 21or an effectiveTRISOMYfor chromosome 21. Clinical manifestations includeHYPOTONIA, short stature,BRACHYCEPHALY, upslanting palpebral fissures, epicanthus, Brushfield spots on the iris, protruding tongue, small ears, short, broad hands, fifth finger clinodactyly, single transverse palmar crease, and moderate to severeINTELLECTUAL DISABILITY. Cardiac and gastrointestinal malformations, a marked increase in the incidence ofLEUKEMIA, and the early onset ofALZHEIMER DISEASEare also associated with this condition. Pathologic features include the development ofNEUROFIBRILLARY TANGLESin neurons and the deposition ofAMYLOID BETA-PROTEIN, similar to the pathology ofALZHEIMER DISEASE. (Menkes, Textbook of Child Neurology, 5th ed, p213)",2,"['C16', 'C10']",C16
D038921,Coffin-Lowry Syndrome,"['C10.597.606.360.455.249', 'C16.320.322.500.249', 'C16.320.400.525.249']","['C10', 'C16']",1535,,"A rare, X-linkedINTELLECTUAL DISABILITYsyndrome that results from mutations in theRIBOSOMAL PROTEIN S6 KINASEgene. Typical manifestations of the disease include an intelligence quotient of less than 50, facial anomalies, and other malformations.",2,"['C16', 'C10']",C16
D005600,Fragile X Syndrome,"['C10.597.606.360.455.500', 'C16.131.260.830.300', 'C16.320.180.830.300', 'C16.320.322.500.500', 'C16.320.400.525.500']","['C10', 'C16']",37125,,"A condition characterized genotypically by mutation of the distal end of the long arm of the X chromosome (at gene loci FRAXA or FRAXE) and phenotypically by cognitive impairment, hyperactivity,SEIZURES, language delay, and enlargement of the ears, head, and testes.INTELLECTUAL DISABILITYoccurs in nearly all males and roughly 50% of females with the full mutation of FRAXA. (From Menkes, Textbook of Child Neurology, 5th ed, p226)",2,"['C16', 'C10']",C16
D052120,Glycogen Storage Disease Type IIb,"['C10.597.606.360.455.562', 'C14.280.238.458', 'C16.320.322.201', 'C16.320.565.202.449.510', 'C18.452.648.202.449.510']","['C10', 'C14', 'C16', 'C18']",1576,,"An X-linked dominant multisystem disorder resulting in cardiomyopathy, myopathy andINTELLECTUAL DISABILITY. It is caused by mutation in the gene encodingLYSOSOMAL-ASSOCIATED MEMBRANE PROTEIN 2.",2,"['C16', 'C18', 'C10', 'C14']",C16
D016532,Mucopolysaccharidosis II,"['C10.597.606.360.455.750', 'C16.320.322.500.750', 'C16.320.400.525.750', 'C16.320.565.202.715.645', 'C16.320.565.595.600.645', 'C17.300.550.575.645', 'C18.452.648.202.715.645', 'C18.452.648.595.600.645']","['C10', 'C16', 'C17', 'C18']",3613,,"Systemic lysosomal storage disease marked by progressive physical deterioration and caused by a deficiency of L-sulfoiduronate sulfatase. This disease differs fromMUCOPOLYSACCHARIDOSIS Iby slower progression, lack of corneal clouding, and X-linked rather than autosomal recessive inheritance. The mild form produces near-normal intelligence and life span. The severe form usually causes death by age 15.",2,"['C16', 'C18', 'C10', 'C17']",C16
D015518,Rett Syndrome,"['C10.597.606.360.455.937', 'C16.320.322.500.937', 'C16.320.400.525.937']","['C10', 'C16']",14647,,"An inherited neurological developmental disorder that is associated withX-LINKED INHERITANCEand may be lethal in utero to hemizygous males. The affected female is normal until the age of 6-25 months when progressive loss of voluntary control of hand movements and communication skills;ATAXIA;SEIZURES; autistic behavior; intermittentHYPERVENTILATION; andHYPERAMMONEMIAappear. (From Menkes, Textbook of Child Neurology, 5th ed, p199)",2,"['C16', 'C10']",C16
D011218,Prader-Willi Syndrome,"['C10.597.606.360.690', 'C16.131.077.730', 'C16.131.260.700', 'C16.320.180.700', 'C16.320.447.500', 'C18.654.726.750.500.740']","['C10', 'C16', 'C18']",10284,,"An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother (UNIPARENTAL DISOMY) which are imprinted (GENETIC IMPRINTING) and hence silenced. Clinical manifestations includeMENTAL RETARDATION;MUSCULAR HYPOTONIA;HYPERPHAGIA;OBESITY; short stature;HYPOGONADISM;STRABISMUS; andHYPERSOMNOLENCE. (Menkes, Textbook of Child Neurology, 5th ed, p229)",2,"['C16', 'C10', 'C18']",C16
D000073839,Trisomy 13 Syndrome,"['C10.597.606.360.835', 'C14.240.400.970', 'C14.280.400.970', 'C16.131.077.919', 'C16.131.240.400.965', 'C16.131.260.923', 'C16.320.180.923']","['C10', 'C14', 'C16']",5963,,"A chromosome disorder associated withTRISOMYof all or part ofCHROMOSOME 13. Clinical manifestations includeCONGENITAL HEART DEFECTS(e.g.,PATENT DUCTUS ARTERIOSUS), facial malformations (e.g.,CLEFT LIP;CLEFT PALATE;COLOBOMA;MICROPHTHALMIA);HYPOTONIA, digit malformations (e.g.,POLYDACTYLYorSYNDACTYLY), andSEIZURESand severeINTELLECTUAL DISABILITYassociated withNERVOUS SYSTEM MALFORMATIONS.",2,"['C16', 'C10', 'C14']",C16
D018980,Williams Syndrome,"['C10.597.606.360.970', 'C14.280.484.048.750.535.960', 'C16.131.260.970', 'C16.320.180.970']","['C10', 'C14', 'C16']",10598,"do not confuse with Williams-Campbell syndrome, a congenital cartilage deficiency","A disorder caused by hemizygous microdeletion of about 28 genes on chromosome 7q11.23, including theELASTINgene. Clinical manifestations includeSUPRAVALVULAR AORTIC STENOSIS;MENTAL RETARDATION; elfin facies; impaired visuospatial constructive abilities; and transientHYPERCALCEMIAin infancy. The condition affects both sexes, with onset at birth or in early infancy.",2,"['C16', 'C10', 'C14']",C16
D053609,Lethargy,"['C10.597.606.441', 'C23.888.592.604.444']","['C10', 'C23']",38448,,"A general state of sluggishness, listless, or uninterested, with being tired, and having difficulty concentrating and doing simple tasks. It may be related toDEPRESSIONorDRUG ADDICTION.",2,"['C10', 'C23', 'F01']",C10
D000087122,Mania,"['C10.597.606.483', 'C23.888.592.604.487']","['C10', 'C23']",8073,,"A state of elevated excitement with over-activity sometimes accompanied with psychotic symptoms (e.g.,PSYCHOMOTOR AGITATION, inflatedSELF ESTEEMand flight of ideas). It is often associated with mental disorders (e.g.,CYCLOTHYMIC DISORDER; and BIPOLAR DISEASES).",2,"['C10', 'C23', 'F01']",C10
D020324,"Amnesia, Anterograde","['C10.597.606.525.100.075', 'C23.888.592.604.529.100.075']","['C10', 'C23']",3060,,"Loss of the ability to form new memories beyond a certain point in time. This condition may be organic or psychogenic in origin. Organically induced anterograde amnesia may followCRANIOCEREBRAL TRAUMA;SEIZURES;ANOXIA; and other conditions which adversely affect neural structures associated with memory formation (e.g., theHIPPOCAMPUS; FORNIX (BRAIN);MAMMILLARY BODIES; andANTERIOR THALAMIC NUCLEI). (From Memory 1997 Jan-Mar;5(1-2):49-71)",2,"['C10', 'C23', 'F01']",C10
D000648,"Amnesia, Retrograde","['C10.597.606.525.100.150', 'C23.888.592.604.529.100.150']","['C10', 'C23']",2603,,"Loss of the ability to recall information that had been previously encoded in memory prior to a specified or approximate point in time. This process may be organic or psychogenic in origin. Organic forms may be associated withCRANIOCEREBRAL TRAUMA;CEREBROVASCULAR ACCIDENTS;SEIZURES;DEMENTIA; and a wide variety of other conditions that impair cerebral function. (From Adams et al., Principles of Neurology, 6th ed, pp426-9)",2,"['C10', 'C23', 'F01']",C10
D005862,Gerstmann Syndrome,"['C10.597.606.762.100.300', 'C23.888.592.604.764.100.300']","['C10', 'C23']",11576,"do not confuse withGERSTMANN-STRAUSSLER SYNDROME, a prion disease","A disorder of cognition characterized by the tetrad of finger agnosia, dysgraphia,DYSCALCULIA, and right-left disorientation. The syndrome may be developmental or acquired. Acquired Gerstmann syndrome is associated with lesions in the dominant (usually left)PARIETAL LOBEwhich involve the angular gyrus or subjacent white matter. (From Adams et al., Principles of Neurology, 6th ed, p457)",2,"['C10', 'C23', 'F01']",C10
D020238,Prosopagnosia,"['C10.597.606.762.100.650', 'C23.888.592.604.764.100.650']","['C10', 'C23']",8861,,"The inability to recognize a familiar face or to learn to recognize new faces. This visual agnosia is most often associated with lesions involving the junctional regions between the temporal and occipital lobes. The majority of cases are associated with bilateral lesions, however unilateral damage to the right occipito-temporal cortex has also been associated with this condition. (From Cortex 1995 Jun;31(2):317-29).",2,"['C10', 'C23', 'F01']",C10
D000075562,Charles Bonnet Syndrome,"['C10.597.606.762.300.500', 'C23.888.592.604.764.300.500']","['C10', 'C23']",1169,,"Repetitive visual hallucinations experienced mostly by elderly with diminished visual acuity or visual field loss, with awareness of the fictional nature of their hallucinations. It is not associated with delusions and other sensory hallucinations.",2,"['C10', 'C23', 'F01']",C10
D007088,Illusions,"['C10.597.606.762.400', 'C23.888.592.604.764.400']","['C10', 'C23']",6822,do not confuse withDELUSIONS,"The misinterpretation of a real external, sensory experience.",2,"['C23', 'F01', 'C10', 'F02']",C23
D010591,Phantom Limb,"['C10.597.606.762.700', 'C23.550.767.700.500', 'C23.888.592.604.764.700', 'C23.888.592.612.832.500']","['C10', 'C23']",7712,,"Perception of painful and nonpainful phantom sensations that occur following the complete or partial loss of a limb. The majority of individuals with an amputated extremity will experience the impression that the limb is still present, and in many cases, painful. (From Neurol Clin 1998 Nov;16(4):919-36; Brain 1998 Sep;121(Pt 9):1603-30)",2,"['C10', 'C23', 'F01']",C10
D000080311,Synesthesia,['C10.597.606.762.850'],['C10'],1118,,"The experience of involuntary sensory cross activation where the presentation of a particular stimulus elicits a secondary sensory-perceptual experience. It most commonly occurs in the association of color with linguistic stimuli such as letters, numbers, words, or music, but can also occur between other senses. Although synesthesia can be acquired or transient due to trauma or drug use, there is also a strong genetic component, with a prevalence of about 1 in 2,000 individuals and a female to male ratio of 6:1.",2,['C10'],C10
D055964,Alien Limb Phenomenon,"['C10.597.606.881.350.099', 'C23.888.592.604.882.350.099']","['C10', 'C23']",891,,"An apraxia characterized by the affected limb having involuntary, autonomous, and seemingly purposeful behaviors that are perceived as being controlled by an external force. Often the affected limb interferes with the actions of the normal limb. Symptoms develop from lesions in theCORPUS CALLOSUMor medial frontal cortex caused by stroke, infarction, and neurodegenerative diseases (e.g.,CREUTZFELDT-JAKOB SYNDROME, corticobasal degeneration).",2,"['C10', 'C23', 'F01']",C10
D020240,"Apraxia, Ideomotor","['C10.597.606.881.350.200', 'C23.888.592.604.882.350.200']","['C10', 'C23']",3107,,"A form of apraxia characterized by an acquired inability to carry out a complex motor activity despite the ability to mentally formulate the action. This condition has been attributed to a disruption of connections between the dominant parietal cortex and supplementary and premotor cortical regions in both hemispheres. (From Adams et al., Principles of Neurology, 6th ed, p57)",2,"['C10', 'C23', 'F01']",C10
D020078,Neurogenic Inflammation,"['C10.597.609', 'C23.550.470.448']","['C10', 'C23']",6980,,Inflammation caused by an injurious stimulus of peripheral neurons and resulting in release of neuropeptides which affect vascular permeability and help initiate proinflammatory and immune reactions at the site of injury.,2,"['C10', 'C23']",C10
D005207,Fasciculation,"['C10.597.613.250', 'C23.888.592.608.250']","['C10', 'C23']",19520,note category: do not confuse withAXON FASCICULATION,"Involuntary contraction of the muscle fibers innervated by a motor unit. Fasciculations may be visualized as a muscle twitch or dimpling under the skin, but usually do not generate sufficient force to move a limb. They may represent a benign condition or occur as a manifestation ofMOTOR NEURON DISEASEorPERIPHERAL NERVOUS SYSTEM DISEASES. (Adams et al., Principles of Neurology, 6th ed, p1294)",2,"['C10', 'C23']",C10
D009123,Muscle Hypotonia,"['C10.597.613.575', 'C23.888.592.608.575']","['C10', 'C23']",56530,,A diminution of the skeletal muscle tone marked by a diminished resistance to passive stretching.,2,"['C10', 'C23']",C10
D055948,Sarcopenia,"['C10.597.613.612.500', 'C23.300.070.500.500', 'C23.888.592.608.612.500']","['C10', 'C23']",35835,,Progressive decline in muscle mass due to aging which results in decreased functional capacity of muscles.,2,"['C10', 'C23']",C10
D020385,Myokymia,"['C10.597.613.650', 'C23.888.592.608.650']","['C10', 'C23']",1013,consider alsoFASCICULATION; for continuous myokymia useISAACS SYNDROME,"Successive and rapid contractions of motor units associated with chronic nerve injury. The discharges arise from the peripheral aspects of regenerating nerves, and clinically impart a nearly continuous undulation of the body surface overlying the muscle. (Adams et al., Principles of Neurology, 6th ed, p1491)",2,"['C10', 'C23']",C10
